identifier	function	contig	start	stop	position	rank	my_status	pp	Final_status	start of attL	end of attL	start of attR	end of attR	sequence of attL	sequence of attR	Reason for att site
HOLGGCEK_00001	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	NC_017452.1	1	1890	0	0.0065000000000000014	0	0	0
HOLGGCEK_00002	30S ribosomal protein S12	NC_017452.1	2072	2446	1	0	0	0	0
HOLGGCEK_00003	30S ribosomal protein S7	NC_017452.1	2604	3074	2	0	0	0	0
HOLGGCEK_00004	Elongation factor G	NC_017452.1	3158	5260	3	0.005684210526315791	0	0	0
HOLGGCEK_00005	Elongation factor Tu 2	NC_017452.1	5325	6509	4	0.005500000000000001	0	0	0
HOLGGCEK_00006	Protein TusB	NC_017452.1	6927	6640	5	0.005333333333333335	0	0	0
HOLGGCEK_00007	Protein TusC	NC_017452.1	7295	6936	6	0.005090909090909092	0	0	0
HOLGGCEK_00008	Sulfurtransferase TusD	NC_017452.1	7672	7292	7	0.005043478260869567	0	0	0
HOLGGCEK_00009	Transcriptional regulator DauR	NC_017452.1	8337	7672	8	0.0048333333333333344	0	0	0
HOLGGCEK_00010	putative FKBP-type peptidyl-prolyl cis-trans isomerase	NC_017452.1	9152	8427	9	0.004640000000000002	0	0	0
HOLGGCEK_00011	Protein SlyX	NC_017452.1	9250	9471	10	0.004461538461538463	0	0	0
HOLGGCEK_00012	Hybrid peroxiredoxin hyPrx5	NC_017452.1	10288	9563	11	0.004296296296296297	0	0	0
HOLGGCEK_00013	Hydrogen peroxide-inducible genes activator	NC_017452.1	10412	11317	12	0.004142857142857144	0	0	0
HOLGGCEK_00014	HTH-type transcriptional repressor FabR	NC_017452.1	11317	11934	13	0.004000000000000001	0	0	0
HOLGGCEK_00015	Transcription elongation factor GreB	NC_017452.1	12479	11991	14	0.003866666666666668	0	0	0
HOLGGCEK_00016	Protein YhgF	NC_017452.1	12574	14886	15	0.003733333333333334	0	0	0
HOLGGCEK_00017	DNA gyrase subunit B	NC_017452.1	15012	17432	16	0.0034666666666666674	0	0	0
HOLGGCEK_00018	Ribulose-phosphate 3-epimerase	NC_017452.1	17579	18253	17	0.002800000000000001	0	0	0
HOLGGCEK_00019	Phosphoglycolate phosphatase	NC_017452.1	18299	18973	18	0.0022000000000000006	0	0	0
HOLGGCEK_00020	Aspartate--ammonia ligase	NC_017452.1	20030	19038	19	0.0014666666666666671	0	0	0
HOLGGCEK_00021	Regulatory protein AsnC	NC_017452.1	20184	20636	20	0.0009333333333333334	0	0	0
HOLGGCEK_00022	Heat shock protein 15	NC_017452.1	21057	20662	21	0.0008666666666666667	0	0	0
HOLGGCEK_00023	TIGR00733: oligopeptide transporter, OPT family	NC_017452.1	21286	23274	22	0.0010000000000000002	0	0	0
HOLGGCEK_00024	hypothetical protein	NC_017452.1	23327	23743	23	0.0011333333333333334	0	0.5	0
HOLGGCEK_00025	3'(2'),5'-bisphosphate nucleotidase CysQ	NC_017452.1	23748	24557	24	0.0011333333333333334	0	0	0
HOLGGCEK_00026	Glucose-6-phosphate 1-dehydrogenase	NC_017452.1	24633	26117	25	0.0011333333333333334	0	0	0
HOLGGCEK_00027	6-phosphogluconolactonase	NC_017452.1	26202	26900	26	0.0010666666666666667	0	0	0
HOLGGCEK_00028	hypothetical protein	NC_017452.1	26911	27357	27	0.0010666666666666667	0	0.5	0
